image_path,image_name,true_class,top_mean_r,top_mean_g,top_mean_b,top_std_r,top_std_g,top_std_b,top_color_variance,top_hue_std,top_saturation_mean,top_value_mean,top_color_entropy,top_dominant_color_count,top_dominant_color_variance,top_blue_percentage,top_green_percentage,middle_mean_r,middle_mean_g,middle_mean_b,middle_std_r,middle_std_g,middle_std_b,middle_color_variance,middle_hue_std,middle_saturation_mean,middle_value_mean,middle_color_entropy,middle_dominant_color_count,middle_dominant_color_variance,middle_blue_percentage,middle_green_percentage,bottom_mean_r,bottom_mean_g,bottom_mean_b,bottom_std_r,bottom_std_g,bottom_std_b,bottom_color_variance,bottom_hue_std,bottom_saturation_mean,bottom_value_mean,bottom_color_entropy,bottom_dominant_color_count,bottom_dominant_color_variance,bottom_blue_percentage,bottom_green_percentage,global_color_entropy,global_color_variance,color_temperature_score,natural_color_score,artificial_color_score,global_color_uniformity,vertical_gradient_smoothness,horizontal_gradient_smoothness,top_middle_color_correlation,middle_bottom_color_correlation,top_bottom_color_correlation,top_to_middle_transition,middle_to_bottom_transition,overall_color_transition,top_middle_variance_ratio,middle_bottom_variance_ratio,max_min_variance_ratio
color_dataset/open_area/image_0001.jpg,open_area_color_0001.jpg,open_area,103.47321179186575,128.5121012577454,70.36153356129068,67.62554383325161,67.64449950745083,83.75806744496259,5241.814047582421,25.667193577599427,149.3044866511073,131.42841641880108,7.561393452831242,4.980557711753037,201239.0928755595,0.03581834269328309,0.4303371118191811,112.28692333446706,120.62313020257263,37.83899265336403,51.332386541810656,49.592419476600256,35.84115960307151,2251.775211744153,13.34665827946491,179.34652439971262,134.1719390148449,7.500255418000424,5.0,0.0,0.01737927483988451,0.33128978642627305,137.82353774084476,155.9018950304765,69.44622298066997,45.78442174384389,24.83922119789674,48.47804984825923,1649.5919252114481,12.827821869798209,161.20428521255718,166.70452191677728,6.875174653627014,5.0,103728.80989955776,0.0,0.5019414238866517,7.579143964733325,3345.3478948524544,0.8997475914572691,0.5459549060960647,0.7324692418751013,0.6278770855442819,0.8878734477864664,0.9836215477510896,0.953379083901285,1.0513607090370134,0.9412114007975692,25.838175353861747,53.40986138955854,42.206738775871976,1.7811090060608246,0.9340699662143359,1.7795142674237607
color_dataset/open_area/image_0002.jpg,open_area_color_0002.jpg,open_area,130.838117528429,167.53533110112866,213.43862279928138,50.97383971868017,38.34701781898894,31.43450072071154,1707.2552992018825,9.76646250235029,93.94691636288935,204.42634687131851,7.371371702014839,5.0105109078441945,0.0,0.8057435097974657,0.0029560108456899593,110.77213174864842,134.39753307238817,120.72416024303303,63.38915968727027,63.27784195417608,86.09300143911803,5119.074307588796,30.529704496606705,91.57979888624618,139.68261853496574,7.819988809793902,5.0,55568.75074211627,0.24218125379483557,0.1800507522882185,147.42092438245197,152.31447508280004,144.30992583297376,73.4200559759895,72.58808655894686,80.69290790294423,5987.353893825162,30.6189218489653,58.23450203305768,153.54135087970496,7.165256283602484,5.0,5895173.431658766,0.0007440763640799101,0.13860695389563596,7.702432832362995,4889.0086986687365,0.004123411687220212,0.4952363369304697,0.8654787162026499,0.6907222611754354,0.9360381018497436,0.9491027478740969,0.34731381719123494,0.2144818525685783,0.0,93.63280446429634,52.045029083378495,65.10645176576386,0.4603706964645127,0.7980880490294506,2.1858149242375005
color_dataset/open_area/image_0003.jpg,open_area_color_0003.jpg,open_area,94.66204554240531,152.7496061789919,215.02814507760917,59.28269047989729,33.3274704950829,36.26436327957553,2002.4965257962344,14.733635887201052,149.18134206990075,219.46944070254452,7.336091577666349,4.99454495552581,523139.81277324224,0.900817302254355,0.012997237488890322,158.78230839698912,155.40713406290112,103.6457181987918,43.046253971666914,43.331560794826316,85.60098305155357,3824.025720184026,39.04845450169388,126.85280032818979,173.38533132257595,7.35165784611647,5.0,3636.940052204047,0.2276386251335265,0.039059434128455674,146.32549901903707,142.69634451576002,59.90221188014052,66.93368719127206,47.64500005173508,54.936328684924646,3171.710710384508,10.027898946867055,171.65426797288382,161.70368724857684,7.731311647507398,5.0,16010.003884724958,0.0,0.07455141511646823,7.518362296429772,4573.018772880411,0.17544571633477904,0.48364069070262994,0.6763756133425206,0.6849547597350646,0.9645899031030852,0.9650673527913858,0.0,0.9722452782194323,0.0,122.80856675132297,46.57058744324527,163.3472772350199,1.0134833118522275,0.8967764448477102,1.08622700111187
color_dataset/open_area/image_0004.jpg,open_area_color_0004.jpg,open_area,51.89216519922468,107.29066416730164,112.87436763777781,56.940884266479976,45.82177360529531,78.01586280563836,3861.0984178683916,16.760814782542816,168.8567333016321,131.21038767339797,6.4324273403052095,4.995111405924312,2943721.737515653,0.3126376394589817,0.4935810518053873,116.63442325630939,133.29426898308424,141.18796315643942,59.137464731596026,69.88850503206146,90.12774761323443,5398.08556035966,47.19910716679841,82.57747816348316,154.73550327272952,7.732892745924519,5.0,274109.1338227899,0.4027046861018333,0.06408526191463397,143.4873554287368,132.27295818365417,103.09753865176741,62.57000152281225,55.02087036996658,43.76132875215616,2917.3804711454236,32.95947025182041,79.9249489895198,147.31350893074065,7.608645284698998,5.0,276650.71299444383,0.026224674753597056,0.019828361524817803,7.544573271167804,4618.736692419972,0.056080417266979904,0.6480321862981724,0.8224224119021102,0.6310165973728032,0.9562864335780513,0.9507506138234426,1.0368160506605328,0.0,0.0,74.29670808673794,49.905236981999,86.43374235627937,0.8576545374581388,1.6259218636994963,1.9599637499858853
color_dataset/open_area/image_0005.jpg,open_area_color_0005.jpg,open_area,54.66074569379001,108.40199998254344,114.0563989030305,58.24514644518927,49.85231239056025,75.24088687622788,3839.7748726871414,15.854526813642096,163.78386905916832,134.25369853712027,6.502957283652496,5.004807339258485,2771376.376316371,0.30994449490015336,0.4938674571561101,113.34072201394719,133.17080868010925,143.39526543713086,57.652281861799125,68.22832061028585,89.70096652724116,5391.828706389525,47.31458967897629,84.82320129207832,156.47947392079845,7.735334937714416,5.0,291593.6683660292,0.41230041662028083,0.0853425738256758,144.0934049309218,128.3482530522546,106.69041912243395,63.374755057423656,52.31519858961507,46.27721494141611,2934.804031300013,31.90381204485693,78.42282660397136,145.7995220150983,7.735200650342977,5.0,241585.02685493568,0.0,0.008998658640408701,7.58362357753594,4682.560383873937,0.06040285839179377,0.5949075178436781,0.826933450460781,0.6278345995546423,0.955718073972505,0.95615384680534,0.9105501538210479,0.0,0.0,73.06540737920729,53.89976342749771,89.38565176160812,0.7947442772114125,1.8124791279438077,1.8162048421360966
color_dataset/open_area/image_0006.jpg,open_area_color_0006.jpg,open_area,82.88977811612706,142.00358267964816,188.6311145637226,29.994890994859215,25.3612782487426,23.898207850827212,700.6015288745949,3.2413396658333364,151.2649687728131,191.70359588083042,6.376276530447853,5.036379729897132,1605944.96343352,0.9070780538237546,0.0,108.8495810396392,145.707837302147,168.84940841491652,59.65260230403819,54.97825150769478,58.92590608399114,3241.7651323010573,26.292039931576838,92.00130326147755,166.44623365689887,7.568906393286336,5.0,163924.36189305675,0.42925749926682766,0.0,161.34209605544072,154.03912162760722,145.46842378303703,53.00526993123301,45.90554384800769,38.916328932497514,2449.682810927954,30.111123928162627,46.60128607693298,168.5668851607554,6.69619698835961,5.0,1227036.425617805,0.05520427103820408,0.004354138789640349,7.353029916984855,2583.215552965995,0.0,0.6632786275382488,0.7876110988090749,0.7444048268578054,0.9679935339195151,0.8270193341247857,0.9583577669535616,0.0,0.0,33.928758864479846,54.519969917038246,90.48848416814783,0.7385371107395666,1.7426483055544302,1.6878569280328057
color_dataset/open_area/image_0007.jpg,open_area_color_0007.jpg,open_area,181.73596133644298,193.86026243455333,192.79090970970992,35.94507880165476,14.341117894200528,20.3941500030768,254.4227338917584,37.97739087555367,34.26016645193686,197.4003489508888,6.31453295123234,4.988167868429957,1124808.4886264454,0.026654566874376187,0.0,170.42507039054772,182.27782678227317,169.17484556265376,60.06129717176458,29.65563595430931,25.639511756448634,1692.950816426043,38.565339644774035,49.691232284887825,193.9130239755903,7.043466235316322,5.0,253395.8989312443,0.00911023218066745,0.010917288687829053,201.6322881699089,176.53335829812758,177.64948736344502,23.047682014850007,16.899692286961038,15.362962245154447,322.30095142560157,41.24663671455222,40.390033599682845,197.70965341629002,6.106684381370066,5.0,652703.0756661128,0.035228835017678845,0.01376158396926754,6.611442725272362,981.8066976223782,0.19830251241540814,0.044638701523429594,0.8911945885861073,0.8615348427138317,0.9761506817465067,0.9954596507689915,0.18240991368478693,0.2953062297252824,0.0,29.772716121859375,30.58352584002814,28.822630136425175,0.35584097827612793,3.386300605801349,3.3974363370408183
color_dataset/open_area/image_0008.jpg,open_area_color_0008.jpg,open_area,52.518583585307546,107.00435038218457,110.412116623344,57.743934555378196,48.52977796227089,78.71010744576498,3789.4036526756577,16.366775045814048,164.4523919151546,123.68186192296405,6.444074092017473,5.014492103355306,2566605.412623118,0.32088387691890585,0.5119031500397169,116.51291034197966,133.10084606418886,148.79943494237628,58.2718618375089,71.99042753800076,87.56003634927421,5174.497316093442,47.58403759824849,80.85010690429827,157.40017801376504,7.6759394466080995,5.0,208675.33258258505,0.40841000619591117,0.058897125976140316,143.2462490552107,128.53613630751906,100.2517471100651,63.65065812127573,54.47417604486545,44.40576907620002,3091.8430300410005,30.93731699891922,75.82386767372405,146.87539345195512,7.718554763490184,5.0,52845.03185335029,0.0,0.0,7.554950242730188,4706.265940789831,0.06683672887736816,0.6036544230662981,0.8284562997560325,0.6266878892381874,0.9531907472231403,0.9585849141695385,0.8701695385235918,0.0,0.0,72.6524436951075,46.04325602827082,91.63283542721983,0.8804206637453336,1.7591979379693592,1.6223047246098299
color_dataset/open_area/image_0009.jpg,open_area_color_0009.jpg,open_area,136.66520538243617,145.30155838445907,149.32381282327597,44.669154544338,57.860825709962285,86.22037033167025,4097.367491452847,37.3329874573533,104.85113994894525,175.31309214009056,7.49908243585783,4.997784628679069,898989.3623179399,0.41166293381933905,0.026976015924491434,113.3516074701655,92.02718167588876,65.54640942564761,63.20579277607928,49.27975700364855,40.74944784885506,2631.9562155713775,30.501823958630364,119.28813729180413,121.79115336458905,7.547169024543401,5.0,26378.131746828858,0.0,0.04028409158459566,113.68203422607337,83.25779064732467,72.19197210256472,72.74358114664517,60.27256463166118,52.146155569014596,3909.6054012888303,39.72317966628062,104.601072460825,112.06048300419675,7.377480090612397,5.0,0.0,0.0,0.007091007916450523,7.733389648589811,4294.839196008597,0.5082611630906831,0.4366301692492348,0.8260894082489163,0.615677253633025,0.9630848487088954,0.9217237194171546,0.0,0.9819361548508488,0.0,100.75048282119928,12.324846911746084,108.81795816773746,1.397756968750011,0.6440139485819677,1.284877079319338
color_dataset/open_area/image_0010.jpg,open_area_color_0010.jpg,open_area,223.88086412650802,227.48023570935936,235.32183398901233,35.26836025128722,35.97490129331987,38.7271816932011,1502.894170760599,15.19392932691564,15.464067549241548,238.62215054307896,4.764171927860546,4.982453782565414,25621849.64714782,0.002056924487573511,0.004974455737254743,143.0818496627118,142.7948891445415,120.4572781169262,55.72501041630584,55.293594175021234,62.54231786757097,3479.1484342298722,39.92434304850849,57.30435543353754,153.6441190997543,7.540846379885532,5.0,56342.804616168534,0.011994501597015235,0.08014373290609439,140.37407044662785,145.16014243454202,81.20807578392828,36.563715484439705,30.458222951293322,40.78466750276824,1211.267903295767,5.689637641128512,128.75369509085155,144.0376380525692,7.102040725724964,5.0,603886.4900288389,0.011640847928025758,0.12646924283117522,7.20320778107984,4349.877552748128,0.18733564349312762,0.1424421689802217,0.8717028785581458,0.7102827599388897,0.9298781485726753,0.969005127188364,0.0,1.0301385636796805,0.0,165.65574008042526,38.23653387419066,208.1490500210267,0.35174818903698535,1.725634580639105,2.4983888148990556
