filename,category,image_path,global_brightness_mean,global_brightness_std,global_brightness_range,brightness_entropy,brightness_skewness,brightness_kurtosis,dominant_brightness_modes,top_brightness_mean,top_brightness_std,middle_brightness_mean,middle_brightness_std,bottom_brightness_mean,bottom_brightness_std,top_to_bottom_brightness_ratio,middle_brightness_dominance,regional_brightness_uniformity,dark_shadow_ratio,light_shadow_ratio,shadow_contrast_ratio,shadow_edge_density,shadow_complexity,shadow_direction_entropy,light_source_count,light_source_spread,light_source_clustering,light_size_uniformity,blue_red_ratio,color_temperature_variance,spatial_brightness_uniformity,spatial_variance_uniformity,horizontal_lighting_gradient,vertical_lighting_gradient,lighting_gradient_anisotropy,brightness_pattern_entropy,variance_pattern_entropy,mean_local_contrast,contrast_uniformity,underexposed_ratio,overexposed_ratio,well_exposed_ratio,lighting_smoothness,illumination_cluster_consistency
openarea_ipaldc_0001.jpg,openarea,ipaldc_dataset/openarea/image_0001.jpg,0.5026265664806305,0.28807695428838526,1.0,3.4637859898834096,0.001853124616390783,0,0.003466204145046222,0.5078982406764401,0.23951728289364052,0.39585115347625577,0.27706730834283194,0.6306333670667039,0.2861726926028118,0.8116789269675463,0.347162287282778,0.7998579746773373,0.2929866934394548,0.6982540018938165,0.40572149142718866,0.08319724418459168,0.17190665295502755,2.7421602358743136,11.837957605355342,0.11363740626497656,0.7421704849358776,0.0,1.0066392847374732,0.3502522787370528,0.5082971391494489,0.607681420587867,0.12509297367196157,0.12345928891397585,0.010579155076430227,4.032134873174095,4.075888581538832,0.03301243078199579,0.0,0.08845112807053718,0.09778428933606466,0.8132886411530627,0.7813121070980434,0.4484992102169939
openarea_ipaldc_0002.jpg,openarea,ipaldc_dataset/openarea/image_0002.jpg,0.5042295614312208,0.2882095758628015,1.0,3.4558231834101125,0.0,0,0.004069025817717965,0.65565841116264,0.2865068493797064,0.5064216074439414,0.29140253357867085,0.3617683825063147,0.21192261905279766,1.7524005364097348,0.513779951754664,0.7602508063407751,0.29327444397229413,0.6977095996012421,0.4047913791636636,0.08589739444981728,0.32083430636189286,2.716083740799354,22.75981987340614,0.15743553632169105,0.7483399694928208,0.0,0.8419740297551326,15.364202320589412,0.6457732703302158,0.6371622941754074,0.06869965953813846,0.12768664729208767,0.27904642579966643,4.094860006979255,4.08430495172305,0.04823825270337489,0.0,0.09524698985232063,0.10079822203526978,0.8037781809296208,0.7035561147275222,0.44064250561551754
openarea_ipaldc_0003.jpg,openarea,ipaldc_dataset/openarea/image_0003.jpg,0.499334589288157,0.2904582961932314,1.0,3.4622604632646876,0.0,0,0.0,0.7874938330235465,0.17157532573839587,0.35994509575334127,0.25260273047301973,0.364573952173022,0.183448967310963,2.187798799238338,0.2872990449805299,0.6066614308801003,0.3037542835264686,0.700037121107013,0.3967281053168384,0.10476518065560733,0.2899538347969416,2.7472507528177825,6.01136919731902,0.11421065714744,0.9044759480930779,0.0,0.9747156696860811,0.5746234635430648,0.5259281116919617,0.5326305302462344,0.0687200725547629,0.10531486305929018,0.18628304358243283,4.048335301374081,4.031035130206375,0.045211127854244554,0.0,0.09955416926290526,0.10185698705573763,0.7973839602980735,0.7408565832352559,0.435427087783047
openarea_ipaldc_0004.jpg,openarea,ipaldc_dataset/openarea/image_0004.jpg,0.5036491532807758,0.2895145313423683,1.0,3.462050862345671,0.0,0,0.009943242893137404,0.4873123032228207,0.32653281960446207,0.38911708313012994,0.2691714648827883,0.6331348875668903,0.17893799708327232,0.6165046053398423,0.3300978794922752,0.7856790624999649,0.297970297525148,0.6913887376418292,0.39252972461425084,0.021466994289028023,0.07078212890144625,2.6949858723147795,16.657560560190966,0.15690995712608788,0.7282766029896468,0.0,0.9871221228676236,6.548697668877501,0.5151233061344661,0.42445828752598364,0.11888021462381215,0.14835943107867167,0.10482711377269174,4.026801156240884,4.002231029773126,0.03486380185490916,0.0,0.09426824137790557,0.09678416653238553,0.809286526816238,0.7827838302526445,0.43622919462757087
openarea_ipaldc_0005.jpg,openarea,ipaldc_dataset/openarea/image_0005.jpg,0.5038406818829456,0.29082452665380315,1.0,3.446767519057036,0.017247273955198716,0,0.0037665860257493976,0.5018305043931973,0.33942750759938195,0.3829660000316101,0.2803823696581041,0.6389070554928178,0.17406596850011316,0.9652797250880971,0.3334732474077257,0.8017387438172394,0.2989969790293309,0.6979591723495469,0.3994028676846813,0.08708936199749683,0.24012109060538134,2.7544929692226106,0.0,0.0,0.0,0.0,0.8600668707425626,2.3458770543731755,0.5897712592917661,0.5790148693232157,0.0829741131050951,0.14867495128104347,0.303859516207506,4.077634527143012,4.0601645275251625,0.05499345848771348,0.0,0.09400046435943185,0.09678396175928515,0.8085227452020819,0.6943437530442115,0.4375909255317362
openarea_ipaldc_0006.jpg,openarea,ipaldc_dataset/openarea/image_0006.jpg,0.5044609344892086,0.2876562522640891,1.0,3.4571095108859584,0.0,0,0.0,0.5326496649293384,0.2904056373237145,0.5284372038060438,0.2931012305114392,0.44221080345212077,0.2567243475880767,1.071771703605806,0.5307749858106131,0.9185695362333002,0.29652478053020853,0.6928959916658722,0.39606210750440407,0.11313495291352228,0.3552241265600204,2.7601779590219766,18.713299657770282,0.12400295167309361,0.8362730107452819,0.0,0.5359186455999663,0.34771876496459503,0.573790239763026,0.645533484865314,0.13020181871274006,0.07945403607928302,0.23310016531017305,4.062531624477628,4.08663526876721,0.06841613715351015,0.07135888803644998,0.08964168611695278,0.09839966482937264,0.8124181916725235,0.6481545988280363,0.4531953279364667
openarea_ipaldc_0007.jpg,openarea,ipaldc_dataset/openarea/image_0007.jpg,0.5035105073881134,0.2878271439666052,1.0,3.464233062456284,0.0,0,0.0,0.6918609770773909,0.2957557033177761,0.4747176483275025,0.2594243901093292,0.35208874984826716,0.20839879995644453,1.9267668426583378,0.46285069254362704,0.7360565342559932,0.29478768207118944,0.6990512169960483,0.4037123652002329,0.18533966355157347,0.8061275522959214,2.7526974734312244,8.849628235960182,0.1691279770812419,0.6841073296694496,0.0,0.4509202522005326,0.0,0.5859943327494649,0.6066240062896215,0.06629603981631516,0.10386336182450316,0.255250286007273,4.08057846640878,4.058142875563906,0.09910399986905673,0.0634690531913541,0.09619486493646091,0.09924729134059442,0.8058348987155469,0.5841472021782556,0.4382190653518946
openarea_ipaldc_0008.jpg,openarea,ipaldc_dataset/openarea/image_0008.jpg,0.5025743949737818,0.2881335803149924,1.0,3.4608253938754703,0.0,0,0.0,0.7298383799183445,0.18539952214356065,0.5261868863697939,0.26632080240931766,0.26147657803003255,0.17425324467934244,2.8914256245475403,0.5135631796096352,0.6362261041102685,0.29674068666594994,0.699418232901575,0.4021849916291639,0.09113982239113722,0.23592232433386065,2.740219554845518,5.266355160427051,0.11892074293272882,0.817860976355623,0.15095739712097644,1.5958813356977863,13.301277905492302,0.5365876437762064,0.5483746314530791,0.07902690054907065,0.10938555055434998,0.1268663864788016,4.040187892732948,4.052748913584209,0.03940792781342639,0.0,0.09558376275172249,0.09815560922446463,0.8054404666982967,0.7391813812711072,0.4413353546884517
openarea_ipaldc_0009.jpg,openarea,ipaldc_dataset/openarea/image_0009.jpg,0.5034977838097353,0.2891883888351254,1.0,3.4598655582336075,0.0,0,0.0025680170190122246,0.5472753965241058,0.2886364097982878,0.565293334392325,0.2760206930663313,0.4242240112274581,0.29880506797612105,1.3352455917539165,0.5930362384598266,0.8784958717010684,0.2949011337717746,0.6923603325566241,0.39705215912273933,0.13957525997081888,0.5053026888705874,2.764470192472948,27.040262426528496,0.15678489817201402,0.7895400748933384,0.0,0.6483045865983801,0.0,0.6520498122880772,0.760288438758341,0.10550401098887185,0.10723613654606286,0.012478330044762698,4.094106864855264,4.128522118732846,0.08590087131467587,0.11666138354603311,0.09514927588145541,0.09698791048756462,0.8081202955747041,0.5814559555061705,0.42933722116155987
openarea_ipaldc_0010.jpg,openarea,ipaldc_dataset/openarea/image_0010.jpg,0.5061704878218387,0.29212189873321665,1.0,3.4450882895623938,0.0,0,0.010013245909491323,0.5765029246387323,0.10128548045951113,0.6999352822020678,0.31994007775592054,0.23363867513780265,0.12069598271459246,2.6298939909421377,0.8529488081377277,0.5914472869189984,0.2964550634953766,0.6978488664072918,0.40099561141804024,0.05312516284940249,0.1250667675796172,2.470535757322739,9.930681963357127,0.11904119917464293,0.7662532414070196,0.0,1.3770023179628195,0.2354120788627946,0.48880258254371156,0.04438473129520902,0.018150180315669267,0.1559921333847702,0.8282182637714963,4.010402641833361,3.8166968158681125,0.020964398096907227,0.0,0.09441898582958147,0.11049318736843784,0.7945993041297756,0.8389395671327345,0.44790474099173305
