filename,category,image_path,total_lines,avg_line_length,line_length_std,line_angle_variance,horizontal_lines_ratio,vertical_lines_ratio,vp_count,vp_centrality_score,vp_horizontal_spread,vp_vertical_spread,primary_vp_region,convergence_quality,dominant_convergence_angle,convergence_consistency,perspective_distortion_score,line_length_gradient,angular_distortion,spatial_organization_score,line_parallelism_score,structural_complexity
openarea_vpipcd_0001.jpg,openarea,vpipcd_dataset/openarea/image_0001.jpg,59.95293225481641,828.9712422959008,448.2895861899174,684.8400989942718,0.5327867644529658,0.19986043087309133,58.968609233450614,0.8600018513317716,0.48957814942005934,0.33461448827016954,bottom_center,0.8946001864496396,17.77051198505201,0.8799644766287378,0.29716147994470604,0.43588175978608307,0.13406644481559915,0.1244987516689339,0.203915517546878,0.9491345892000465
openarea_vpipcd_0002.jpg,openarea,vpipcd_dataset/openarea/image_0002.jpg,60.02588021437532,326.4835907262051,148.60803670266736,754.4535824143842,0.6079264018221264,0.22916916144410235,11.072679354047052,0.9466867756343975,0.3500809824924732,1.3050038042241514,middle_center,0.8699258745306624,25.489573246713782,0.8767092249225642,0.375738960354553,0.39408702006963475,0.35730902381611274,0.1486984607404338,0.23042950305869514,0.9236649842068352
openarea_vpipcd_0003.jpg,openarea,vpipcd_dataset/openarea/image_0003.jpg,60.03317625187824,390.3186847053141,147.14411360136992,723.7138663740559,0.492780900914419,0.23337786338442948,26.997695355559806,0.9330616237695714,0.45462982800221147,0.4004359774896548,middle_center,0.8870724117727221,21.642645155888623,0.8860476620769002,0.058727454836390205,0.08774473795176377,0.011644908610319813,0.10543399767270317,0.19095705584337982,0.9632532826625806
openarea_vpipcd_0004.jpg,openarea,vpipcd_dataset/openarea/image_0004.jpg,60.04569801747694,457.5443168164403,199.02985257679612,677.8559293753708,0.6212619762870988,0.1492146293681197,5.0544127909481915,0.8467246205325145,0.7700217018065078,0.19202984679556448,bottom_center,0.9039233229255369,18.127860794070777,0.8903474073224124,0.24642647231049988,0.25586581572519723,0.24186856189872558,0.16160029419212613,0.2285923922717034,0.9164666060763114
openarea_vpipcd_0005.jpg,openarea,vpipcd_dataset/openarea/image_0005.jpg,59.99170104061101,758.7463499696252,229.67633810406915,754.439262959459,0.5640033141093815,0.22144604941382928,50.79320933402732,0.9647212023910687,0.38942383865942665,0.3122652708761085,middle_center,0.8933790897399849,20.80642609849061,0.8868153332458981,0.10422047278535045,0.15839158498187733,0.05444734410439203,0.12115233624182187,0.1959489474796706,0.9442778897882358
openarea_vpipcd_0006.jpg,openarea,vpipcd_dataset/openarea/image_0006.jpg,59.96087967190225,278.6168190250127,121.53921684293427,726.5197376147137,0.5645454541387878,0.2020161312150948,12.061421025687682,0.9241094049987607,0.6987400439506609,0.472874798060599,middle_center,0.8846145161046188,22.010095417438016,0.8825269641694407,0.09520529977926928,0.089819695532511,0.08709224198056977,0.1221310146084498,0.19990141664033434,0.9497891342416801
openarea_vpipcd_0007.jpg,openarea,vpipcd_dataset/openarea/image_0007.jpg,60.07071152144325,423.2571239927853,210.40280147768226,546.1011802955444,0.6682846049066969,0.11716485232935164,31.294449467005105,0.9600740929182111,0.48557392997779514,0.32348942029671474,middle_center,0.8930338122334895,20.559129114555848,0.8842899685854902,0.3426446957426575,0.4523522965048389,0.22948070925917013,0.17776624611155187,0.2600218576447559,0.9014348708391203
openarea_vpipcd_0008.jpg,openarea,vpipcd_dataset/openarea/image_0008.jpg,59.044162387501494,1604.003097711666,693.3842165028806,621.6720178599396,0.6201411087421819,0.13383206107189657,66.56579680109934,0.9710725705256787,0.2471789523004342,0.1968517553834799,middle_center,0.8816779028775971,22.15798737425704,0.8816993935460047,0.30770587658932574,0.3973466425231306,0.2054393361915216,0.16249224084414168,0.24457681617166974,0.9128618648234259
openarea_vpipcd_0009.jpg,openarea,vpipcd_dataset/openarea/image_0009.jpg,59.96776255206626,713.9611883139914,166.0660522192223,602.8668582313038,0.5620909778022707,0.1679577333956866,11.689055415326187,0.8893598191411397,0.6132528034118996,0.4468342604800412,middle_center,0.9029175931604166,19.455357488647365,0.8938113652911831,0.14405224345748205,0.24050048717277472,0.0737640525596991,0.13281923729271583,0.2056882246631173,0.9459867103918801
openarea_vpipcd_0010.jpg,openarea,vpipcd_dataset/openarea/image_0010.jpg,60.090274901675144,376.40662650525684,105.80946938288955,623.5757112287504,0.5512463475974891,0.19247909385190512,13.682474996902998,0.8800967370572134,0.6441546631434243,0.4571276004183008,middle_center,0.8914974508468941,19.52662828048685,0.8869700020114784,0.13729339547633443,0.22183714810511082,0.03899473616003816,0.13004672366826295,0.19889910356669493,0.9471380761409797
